medcodeid	Term	delivery
96011000006114	Transient hypertension of pregnancy - delivered with postnatal complication	NA
960471000006119	Fears delivery procedure	NA
97258010	Unwanted pregnancy	NA
974541000006112	Pregnancy NOS	NA
977581000006111	Nuchal ultrasound scan	NA
981521000006112	Difficulty bonding with unborn baby	NA
988331000006111	Other forceps delivery op.	NA
989251000006118	Congenital uterine abnormality	NA
98935017	Oligohydramnios	NA
991571000006114	Pre-eclampsia NOS	NA
991781000006117	Breech delivery	NA
99411000006111	Toxic reaction to local anaethetic during labour and delivery	NA
994321000006117	Cholestasis of pregnancy	NA
263445017	Birth of child	1
1222093019	Hysterotomy and termination of pregnancy	1
1786192014	Episiotomy breakdown	1
647581000006111	Episiotomy	1
871671000006110	Episiotomy performed	1
4505001000006111	Episiotomy care	1
4677151000006115	Suturing of episiotomy	1
5101801000006117	Right mediolateral episiotomy	1
5102331000006113	Repair of right mediolateral episiotomy	NA
5230501000006116	Type of episiotomy	1
5701071000006110	Resuture of episiotomy	NA
5701081000006113	Resuture of episiotomy dehiscence	NA
5131811000006111	Post-episiotomy pain	NA
5886831000006113	Episiotomy infection	NA
6600881000006118	Disruption of episiotomy wound in the puerperium	NA
7496611000006110	Episiotomy wound	NA
8022781000006116	Postpartum episiotomy pain	NA
13948831000006120	Episiotomy wound	NA
577601000006112	Complications of pregnancy,childbirth and the puerperium NOS	NA
